Atomosphere of build,Same Layer Scanned?,Build Direction [degrees],Power [W],Velocity [m/s],Hatch Spacing [μm],Beam Diameter [μm],d90 [um],Nucleants,Powder Shape [0-1],Powder Layer Thickness [μm],Atomization Atomosphere,Powder Recycled How Many Times?,Initial Powder Bed Temperature [K],Substrate/Platform Temperature [K],Printability Evaluation,Surface Energy Density [J/mm2],Linear Energy Density [J/mm],Volume Energy Density [J/mm3]
Argon,1,90,280.0,1.4,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Success,1428.5714285714284,200.0,47619.04761904762
Helium_mix,1,90,280.0,1.4,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Success,1428.5714285714284,200.0,47619.04761904762
Argon,1,90,320.0,1.0,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Fail,2285.7142857142853,320.0,76190.4761904762
Argon,1,90,320.0,1.0,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Success,2285.7142857142853,320.0,76190.4761904762
Helium_mix,1,90,320.0,1.0,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Success,2285.7142857142853,320.0,76190.4761904762
Argon,1,90,320.0,1.2,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Fail,1904.7619047619046,266.6666666666667,63492.0634920635
Argon,1,90,320.0,1.2,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Success,1904.7619047619046,266.6666666666667,63492.0634920635
Helium_mix,1,90,320.0,1.2,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Success,1904.7619047619046,266.6666666666667,63492.0634920635
Argon,1,90,320.0,1.4,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Fail,1632.6530612244896,228.57142857142858,54421.768707482996
Argon,1,90,320.0,1.4,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Success,1632.6530612244896,228.57142857142858,54421.768707482996
Helium_mix,1,90,320.0,1.4,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Success,1632.6530612244896,228.57142857142858,54421.768707482996
Argon,1,90,280.0,1.733,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Success,1154.068090017311,161.56953260242352,38468.936333910366
Helium_mix,1,90,280.0,1.733,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Success,1154.068090017311,161.56953260242352,38468.936333910366
Argon,1,90,280.0,2.067,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Fail,967.5858732462506,135.46202225447507,32252.862441541693
Helium_mix,1,90,280.0,2.067,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Fail,967.5858732462506,135.46202225447507,32252.862441541693
Argon,1,90,280.0,2.4,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Fail,833.3333333333333,116.66666666666667,27777.77777777778
Helium_mix,1,90,280.0,2.4,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Fail,833.3333333333333,116.66666666666667,27777.77777777778
Argon,1,90,310.0,1.4,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Success,1581.6326530612243,221.42857142857144,52721.08843537415
Helium_mix,1,90,310.0,1.4,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Success,1581.6326530612243,221.42857142857144,52721.08843537415
Argon,1,90,310.0,1.733,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Success,1277.7182425191659,178.8805539526832,42590.6080839722
Helium_mix,1,90,310.0,1.733,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Success,1277.7182425191659,178.8805539526832,42590.6080839722
Argon,1,90,310.0,2.067,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Fail,1071.2557882369201,149.97581035316884,35708.526274564014
Helium_mix,1,90,310.0,2.067,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Fail,1071.2557882369201,149.97581035316884,35708.526274564014
Argon,1,90,310.0,2.4,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Fail,922.6190476190476,129.16666666666669,30753.968253968258
Helium_mix,1,90,310.0,2.4,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Fail,922.6190476190476,129.16666666666669,30753.968253968258
Argon,1,90,340.0,1.4,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Success,1734.6938775510203,242.85714285714286,57823.12925170068
Helium_mix,1,90,340.0,1.4,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Success,1734.6938775510203,242.85714285714286,57823.12925170068
Argon,1,90,340.0,1.733,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Success,1401.3683950210204,196.19157530294285,46712.27983403402
Helium_mix,1,90,340.0,1.733,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Success,1401.3683950210204,196.19157530294285,46712.27983403402
Argon,1,90,340.0,2.067,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Fail,1174.92570322759,164.48959845186258,39164.19010758634
Helium_mix,1,90,340.0,2.067,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Fail,1174.92570322759,164.48959845186258,39164.19010758634
Argon,1,90,340.0,2.4,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Fail,1011.9047619047618,141.66666666666669,33730.158730158735
Helium_mix,1,90,340.0,2.4,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Fail,1011.9047619047618,141.66666666666669,33730.158730158735
Argon,1,90,370.0,1.4,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Success,1887.7551020408162,264.2857142857143,62925.17006802721
Helium_mix,1,90,370.0,1.4,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Success,1887.7551020408162,264.2857142857143,62925.17006802721
Argon,1,90,370.0,1.733,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Success,1525.0185475228752,213.50259665320252,50833.95158409585
Helium_mix,1,90,370.0,1.733,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Success,1525.0185475228752,213.50259665320252,50833.95158409585
Argon,1,90,370.0,2.067,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Fail,1278.5956182182597,179.00338655055634,42619.853940608664
Helium_mix,1,90,370.0,2.067,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Fail,1278.5956182182597,179.00338655055634,42619.853940608664
Argon,1,90,370.0,2.4,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Fail,1101.1904761904761,154.16666666666669,36706.34920634921
Helium_mix,1,90,370.0,2.4,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Fail,1101.1904761904761,154.16666666666669,36706.34920634921
Argon,1,90,200.0,0.75,110.0,80.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,2424.242424242424,266.6666666666667,48484.84848484848
Argon,1,90,180.0,0.75,110.0,80.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,2181.8181818181815,240.0,43636.36363636363
Argon,1,90,200.0,0.8571428571428571,110.0,80.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,2121.2121212121215,233.33333333333334,42424.24242424243
Argon,1,90,160.0,0.75,110.0,80.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,1939.3939393939393,213.33333333333334,38787.878787878784
Argon,1,90,180.0,0.8571428571428571,110.0,80.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,1909.0909090909092,210.0,38181.81818181819
Argon,1,90,200.0,1.0,110.0,80.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,1818.1818181818182,200.0,36363.63636363637
Argon,1,90,140.0,0.75,110.0,80.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,1696.969696969697,186.66666666666666,33939.393939393936
Argon,1,90,160.0,0.8571428571428571,110.0,80.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,1696.969696969697,186.66666666666669,33939.39393939394
Argon,1,90,180.0,1.0,110.0,80.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,1636.3636363636363,180.0,32727.272727272728
Argon,1,90,140.0,0.8571428571428571,110.0,80.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,1484.848484848485,163.33333333333334,29696.969696969703
Argon,1,90,120.0,0.75,110.0,80.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,1454.5454545454545,160.0,29090.90909090909
Argon,1,90,160.0,1.0,110.0,80.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,1454.5454545454545,160.0,29090.909090909092
Argon,1,90,120.0,0.8571428571428571,110.0,80.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,1272.7272727272727,140.0,25454.54545454546
Argon,1,90,140.0,1.0,110.0,80.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,1272.7272727272727,140.0,25454.545454545456
Argon,1,90,120.0,1.0,110.0,80.0,45.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,1090.909090909091,120.0,21818.18181818182
Argon,1,90,300.0,1.5,55.0,90.0,49.52,0,0.7,40.0,Gas,0.0,298.0,298.0,Success,3636.363636363636,200.0,90909.09090909091
Argon,1,90,300.0,1.5,55.0,90.0,50.71,0,0.5,40.0,Gas,0.0,298.0,298.0,Success,3636.363636363636,200.0,90909.09090909091
Argon,1,90,370.0,1.3,190.0,100.0,54.09,0,0.6,30.0,Gas,0.0,298.0,473.0,Success,1497.9757085020244,284.6153846153846,49932.52361673414
Argon,1,90,370.0,1.3,190.0,100.0,52.58,0,0.5,30.0,Gas,18.0,298.0,473.0,Success,1497.9757085020244,284.6153846153846,49932.52361673414
Argon,1,90,140.0,0.85,90.0,30.0,55.0,0,0.7,20.0,Gas,0.0,298.0,298.0,Fail,1830.0653594771243,164.7058823529412,91503.26797385621
Argon,1,90,140.0,0.85,90.0,30.0,48.0,0,0.7,20.0,Gas,0.0,298.0,298.0,Fail,1830.0653594771243,164.7058823529412,91503.26797385621
Argon,1,90,175.0,0.95,90.0,30.0,55.0,0,0.7,20.0,Gas,0.0,298.0,298.0,Fail,2046.783625730994,184.21052631578948,102339.1812865497
Argon,1,90,175.0,0.95,90.0,30.0,48.0,0,0.7,20.0,Gas,0.0,298.0,298.0,Fail,2046.783625730994,184.21052631578948,102339.1812865497
Argon,1,90,150.0,0.75,90.0,30.0,55.0,0,0.7,20.0,Gas,0.0,298.0,298.0,Fail,2222.222222222222,200.0,111111.11111111112
Argon,1,90,150.0,0.75,90.0,30.0,48.0,0,0.7,20.0,Gas,0.0,298.0,298.0,Fail,2222.222222222222,200.0,111111.11111111112
Argon,1,90,104.0,0.3,130.0,50.0,24.17,0,1,30.0,Gas,0.0,298.0,298.0,Success,2666.6666666666665,346.6666666666667,88888.88888888889
Argon,1,90,104.0,0.35,130.0,50.0,24.17,0,1,30.0,Gas,0.0,298.0,298.0,Success,2285.714285714286,297.14285714285717,76190.4761904762
Argon,1,90,104.0,0.4,130.0,50.0,24.17,0,1,30.0,Gas,0.0,298.0,298.0,Success,1999.9999999999998,260.0,66666.66666666667
Argon,1,90,104.0,0.45,130.0,50.0,24.17,0,1,30.0,Gas,0.0,298.0,298.0,Success,1777.7777777777776,231.11111111111111,59259.25925925926
Argon,1,90,104.0,0.5,130.0,50.0,24.17,0,1,30.0,Gas,0.0,298.0,298.0,Success,1600.0,208.0,53333.333333333336
Argon,1,90,104.0,0.55,130.0,50.0,24.17,0,1,30.0,Gas,0.0,298.0,298.0,Success,1454.5454545454543,189.09090909090907,48484.84848484849
Argon,1,90,104.0,0.6,130.0,50.0,24.17,0,1,30.0,Gas,0.0,298.0,298.0,Success,1333.3333333333333,173.33333333333334,44444.444444444445
Argon,1,90,104.0,0.65,130.0,50.0,24.17,0,1,30.0,Gas,0.0,298.0,298.0,Success,1230.7692307692307,160.0,41025.64102564102
Argon,1,90,104.0,0.7,130.0,50.0,24.17,0,1,30.0,Gas,0.0,298.0,298.0,Success,1142.857142857143,148.57142857142858,38095.2380952381
Argon,1,90,104.0,0.75,130.0,50.0,24.17,0,1,30.0,Gas,0.0,298.0,298.0,Success,1066.6666666666667,138.66666666666666,35555.555555555555
Argon,1,90,104.0,0.175,130.0,50.0,24.17,0,1,45.0,Gas,0.0,298.0,298.0,Success,4571.428571428572,594.2857142857143,101587.3015873016
Argon,1,90,104.0,0.2,130.0,50.0,24.17,0,1,45.0,Gas,0.0,298.0,298.0,Success,3999.9999999999995,520.0,88888.88888888889
Argon,1,90,104.0,0.225,130.0,50.0,24.17,0,1,45.0,Gas,0.0,298.0,298.0,Success,3555.555555555555,462.22222222222223,79012.34567901235
Argon,1,90,104.0,0.25,130.0,50.0,24.17,0,1,45.0,Gas,0.0,298.0,298.0,Success,3200.0,416.0,71111.11111111111
Argon,1,90,104.0,0.275,130.0,50.0,24.17,0,1,45.0,Gas,0.0,298.0,298.0,Success,2909.0909090909086,378.18181818181813,64646.46464646465
Argon,1,90,104.0,0.3,130.0,50.0,24.17,0,1,45.0,Gas,0.0,298.0,298.0,Success,2666.6666666666665,346.6666666666667,59259.25925925926
Argon,1,90,104.0,0.25,130.0,50.0,41.13,0,1,30.0,Gas,0.0,298.0,298.0,Success,3200.0,416.0,106666.66666666667
Argon,1,90,104.0,0.3,130.0,50.0,41.13,0,1,30.0,Gas,0.0,298.0,298.0,Success,2666.6666666666665,346.6666666666667,88888.88888888889
Argon,1,90,104.0,0.35,130.0,50.0,41.13,0,1,30.0,Gas,0.0,298.0,298.0,Success,2285.714285714286,297.14285714285717,76190.4761904762
Argon,1,90,104.0,0.4,130.0,50.0,41.13,0,1,30.0,Gas,0.0,298.0,298.0,Success,1999.9999999999998,260.0,66666.66666666667
Argon,1,90,104.0,0.45,130.0,50.0,41.13,0,1,30.0,Gas,0.0,298.0,298.0,Success,1777.7777777777776,231.11111111111111,59259.25925925926
Argon,1,90,104.0,0.5,130.0,50.0,41.13,0,1,30.0,Gas,0.0,298.0,298.0,Success,1600.0,208.0,53333.333333333336
Argon,1,90,104.0,0.175,130.0,50.0,41.13,0,1,45.0,Gas,0.0,298.0,298.0,Success,4571.428571428572,594.2857142857143,101587.3015873016
Argon,1,90,104.0,0.2,130.0,50.0,41.13,0,1,45.0,Gas,0.0,298.0,298.0,Success,3999.9999999999995,520.0,88888.88888888889
Argon,1,90,104.0,0.225,130.0,50.0,41.13,0,1,45.0,Gas,0.0,298.0,298.0,Success,3555.555555555555,462.22222222222223,79012.34567901235
Argon,1,90,104.0,0.25,130.0,50.0,41.13,0,1,45.0,Gas,0.0,298.0,298.0,Success,3200.0,416.0,71111.11111111111
Argon,1,90,104.0,0.275,130.0,50.0,41.13,0,1,45.0,Gas,0.0,298.0,298.0,Success,2909.0909090909086,378.18181818181813,64646.46464646465
Argon,1,90,104.0,0.25,130.0,50.0,55.54,0,1,30.0,Gas,0.0,298.0,298.0,Fail,3200.0,416.0,106666.66666666667
Argon,1,90,104.0,0.3,130.0,50.0,55.54,0,1,30.0,Gas,0.0,298.0,298.0,Fail,2666.6666666666665,346.6666666666667,88888.88888888889
Argon,1,90,104.0,0.35,130.0,50.0,55.54,0,1,30.0,Gas,0.0,298.0,298.0,Fail,2285.714285714286,297.14285714285717,76190.4761904762
Argon,1,90,104.0,0.4,130.0,50.0,55.54,0,1,30.0,Gas,0.0,298.0,298.0,Fail,1999.9999999999998,260.0,66666.66666666667
Argon,1,90,104.0,0.45,130.0,50.0,55.54,0,1,30.0,Gas,0.0,298.0,298.0,Fail,1777.7777777777776,231.11111111111111,59259.25925925926
Argon,1,90,104.0,0.5,130.0,50.0,55.54,0,1,30.0,Gas,0.0,298.0,298.0,Fail,1600.0,208.0,53333.333333333336
Argon,1,90,104.0,0.175,130.0,50.0,55.54,0,1,45.0,Gas,0.0,298.0,298.0,Fail,4571.428571428572,594.2857142857143,101587.3015873016
Argon,1,90,104.0,0.2,130.0,50.0,55.54,0,1,45.0,Gas,0.0,298.0,298.0,Fail,3999.9999999999995,520.0,88888.88888888889
Argon,1,90,104.0,0.225,130.0,50.0,55.54,0,1,45.0,Gas,0.0,298.0,298.0,Fail,3555.555555555555,462.22222222222223,79012.34567901235
Argon,1,90,104.0,0.25,130.0,50.0,55.54,0,1,45.0,Gas,0.0,298.0,298.0,Fail,3200.0,416.0,71111.11111111111
Argon,1,90,104.0,0.275,130.0,50.0,55.54,0,1,45.0,Gas,0.0,298.0,298.0,Fail,2909.0909090909086,378.18181818181813,64646.46464646465
Argon,1,0,104.0,0.45,130.0,50.0,24.17,0,1,30.0,Gas,0.0,298.0,298.0,Success,1777.7777777777776,231.11111111111111,59259.25925925926
Argon,1,45,104.0,0.45,130.0,50.0,24.17,0,1,30.0,Gas,0.0,298.0,298.0,Success,1777.7777777777776,231.11111111111111,59259.25925925926
Argon,1,0,104.0,0.225,130.0,50.0,24.17,0,1,45.0,Gas,0.0,298.0,298.0,Success,3555.555555555555,462.22222222222223,79012.34567901235
Argon,1,0,104.0,0.25,130.0,50.0,41.13,0,1,30.0,Gas,0.0,298.0,298.0,Success,3200.0,416.0,106666.66666666667
Argon,1,0,104.0,0.225,130.0,50.0,41.13,0,1,45.0,Gas,0.0,298.0,298.0,Success,3555.555555555555,462.22222222222223,79012.34567901235
Argon,1,0,104.0,0.4,130.0,50.0,55.54,0,1,30.0,Gas,0.0,298.0,298.0,Fail,1999.9999999999998,260.0,66666.66666666667
Argon,1,45,104.0,0.4,130.0,50.0,55.54,0,1,30.0,Gas,0.0,298.0,298.0,Fail,1999.9999999999998,260.0,66666.66666666667
Argon,1,0,104.0,0.225,130.0,50.0,55.54,0,1,45.0,Gas,0.0,298.0,298.0,Fail,3555.555555555555,462.22222222222223,79012.34567901235
Argon,1,90,185.0,0.3,100.0,80.0,60.0,0,1,60.0,Gas,0.0,298.0,298.0,Fail,6166.666666666667,616.6666666666667,102777.77777777778
Argon,1,90,185.0,0.3,100.0,80.0,60.0,0,1,80.0,Gas,0.0,298.0,298.0,Fail,6166.666666666667,616.6666666666667,77083.33333333334
Argon,1,90,185.0,0.3,100.0,80.0,60.0,0,1,120.0,Gas,0.0,298.0,298.0,Fail,6166.666666666667,616.6666666666667,51388.88888888889
Argon,1,90,185.0,0.3,100.0,80.0,60.0,0,1,150.0,Gas,0.0,298.0,298.0,Fail,6166.666666666667,616.6666666666667,41111.11111111112
Argon,1,90,185.0,0.3,100.0,80.0,60.0,0,1,100.0,Gas,0.0,298.0,298.0,Fail,6166.666666666667,616.6666666666667,61666.666666666664
Argon,1,90,185.0,0.32,100.0,80.0,60.0,0,1,100.0,Gas,0.0,298.0,298.0,Fail,5781.25,578.125,57812.50000000001
Argon,1,90,185.0,0.34,100.0,80.0,60.0,0,1,100.0,Gas,0.0,298.0,298.0,Fail,5441.176470588235,544.1176470588235,54411.76470588236
Argon,1,90,185.0,0.36,100.0,80.0,60.0,0,1,100.0,Gas,0.0,298.0,298.0,Fail,5138.888888888889,513.8888888888889,51388.88888888889
Argon,1,90,185.0,0.38,100.0,80.0,60.0,0,1,100.0,Gas,0.0,298.0,298.0,Fail,4868.421052631579,486.84210526315786,48684.21052631579
Argon,1,90,104.0,0.325,130.0,200.0,30.79,0,0.7,30.0,Gas,0.0,298.0,298.0,Success,2461.5384615384614,320.0,82051.28205128205
Argon,1,90,104.0,0.375,130.0,200.0,30.79,0,0.7,30.0,Gas,0.0,298.0,298.0,Success,2133.3333333333335,277.3333333333333,71111.11111111111
Argon,1,90,104.0,0.45,130.0,200.0,30.79,0,0.7,30.0,Gas,0.0,298.0,298.0,Success,1777.7777777777776,231.11111111111111,59259.25925925926
Argon,1,90,104.0,0.5,130.0,200.0,30.79,0,0.7,30.0,Gas,0.0,298.0,298.0,Success,1600.0,208.0,53333.333333333336
Argon,1,90,104.0,0.55,130.0,200.0,30.79,0,0.7,30.0,Gas,0.0,298.0,298.0,Fail,1454.5454545454543,189.09090909090907,48484.84848484849
Argon,1,90,104.0,0.6,130.0,200.0,30.79,0,0.7,30.0,Gas,0.0,298.0,298.0,Fail,1333.3333333333333,173.33333333333334,44444.444444444445
Argon,1,90,104.0,0.7,130.0,200.0,30.79,0,0.7,30.0,Gas,0.0,298.0,298.0,Fail,1142.857142857143,148.57142857142858,38095.2380952381
Argon,1,90,104.0,0.75,130.0,200.0,30.79,0,0.7,30.0,Gas,0.0,298.0,298.0,Fail,1066.6666666666667,138.66666666666666,35555.555555555555
Argon,1,90,104.0,0.275,130.0,200.0,41.31,0,0.7,30.0,Gas,0.0,298.0,298.0,Success,2909.0909090909086,378.18181818181813,96969.69696969698
Argon,1,90,104.0,0.325,130.0,200.0,41.31,0,0.7,30.0,Gas,0.0,298.0,298.0,Fail,2461.5384615384614,320.0,82051.28205128205
Argon,1,90,104.0,0.375,130.0,200.0,41.31,0,0.7,30.0,Gas,0.0,298.0,298.0,Fail,2133.3333333333335,277.3333333333333,71111.11111111111
Argon,1,90,104.0,0.425,130.0,200.0,41.31,0,0.7,30.0,Gas,0.0,298.0,298.0,Fail,1882.3529411764705,244.7058823529412,62745.09803921569
Argon,1,90,104.0,0.475,130.0,200.0,41.31,0,0.7,30.0,Gas,0.0,298.0,298.0,Fail,1684.2105263157896,218.94736842105263,56140.350877192985
Argon,1,90,104.0,0.5,130.0,200.0,41.31,0,0.7,30.0,Gas,0.0,298.0,298.0,Fail,1600.0,208.0,53333.333333333336
Argon,1,90,104.0,0.275,130.0,200.0,59.69,0,0.5,30.0,Gas,0.0,298.0,298.0,Success,2909.0909090909086,378.18181818181813,96969.69696969698
Argon,1,90,104.0,0.325,130.0,200.0,59.69,0,0.5,30.0,Gas,0.0,298.0,298.0,Success,2461.5384615384614,320.0,82051.28205128205
Argon,1,90,104.0,0.375,130.0,200.0,59.69,0,0.5,30.0,Gas,0.0,298.0,298.0,Success,2133.3333333333335,277.3333333333333,71111.11111111111
Argon,1,90,104.0,0.425,130.0,200.0,59.69,0,0.5,30.0,Gas,0.0,298.0,298.0,Fail,1882.3529411764705,244.7058823529412,62745.09803921569
Argon,1,90,104.0,0.475,130.0,200.0,59.69,0,0.5,30.0,Gas,0.0,298.0,298.0,Fail,1684.2105263157896,218.94736842105263,56140.350877192985
Argon,1,90,104.0,0.5,130.0,200.0,59.69,0,0.5,30.0,Gas,0.0,298.0,298.0,Fail,1600.0,208.0,53333.333333333336
Argon,1,90,104.0,0.2,130.0,200.0,30.79,0,0.7,45.0,Gas,0.0,298.0,298.0,Success,3999.9999999999995,520.0,88888.88888888889
Argon,1,90,104.0,0.225,130.0,200.0,30.79,0,0.7,45.0,Gas,0.0,298.0,298.0,Success,3555.555555555555,462.22222222222223,79012.34567901235
Argon,1,90,104.0,0.25,130.0,200.0,30.79,0,0.7,45.0,Gas,0.0,298.0,298.0,Success,3200.0,416.0,71111.11111111111
Argon,1,90,104.0,0.275,130.0,200.0,30.79,0,0.7,45.0,Gas,0.0,298.0,298.0,Success,2909.0909090909086,378.18181818181813,64646.46464646465
Argon,1,90,104.0,0.3,130.0,200.0,30.79,0,0.7,45.0,Gas,0.0,298.0,298.0,Success,2666.6666666666665,346.6666666666667,59259.25925925926
Argon,1,90,104.0,0.35,130.0,200.0,30.79,0,0.7,45.0,Gas,0.0,298.0,298.0,Success,2285.714285714286,297.14285714285717,50793.6507936508
Argon,1,90,104.0,0.4,130.0,200.0,30.79,0,0.7,45.0,Gas,0.0,298.0,298.0,Fail,1999.9999999999998,260.0,44444.444444444445
Argon,1,90,104.0,0.45,130.0,200.0,30.79,0,0.7,45.0,Gas,0.0,298.0,298.0,Fail,1777.7777777777776,231.11111111111111,39506.17283950617
Argon,1,90,104.0,0.5,130.0,200.0,30.79,0,0.7,45.0,Gas,0.0,298.0,298.0,Fail,1600.0,208.0,35555.555555555555
Argon,1,90,104.0,0.225,130.0,200.0,41.31,0,0.7,45.0,Gas,0.0,298.0,298.0,Success,3555.555555555555,462.22222222222223,79012.34567901235
Argon,1,90,104.0,0.25,130.0,200.0,41.31,0,0.7,45.0,Gas,0.0,298.0,298.0,Success,3200.0,416.0,71111.11111111111
Argon,1,90,104.0,0.275,130.0,200.0,41.31,0,0.7,45.0,Gas,0.0,298.0,298.0,Success,2909.0909090909086,378.18181818181813,64646.46464646465
Argon,1,90,104.0,0.3,130.0,200.0,41.31,0,0.7,45.0,Gas,0.0,298.0,298.0,Success,2666.6666666666665,346.6666666666667,59259.25925925926
Argon,1,90,104.0,0.35,130.0,200.0,41.31,0,0.7,45.0,Gas,0.0,298.0,298.0,Fail,2285.714285714286,297.14285714285717,50793.6507936508
Argon,1,90,104.0,0.4,130.0,200.0,41.31,0,0.7,45.0,Gas,0.0,298.0,298.0,Fail,1999.9999999999998,260.0,44444.444444444445
Argon,1,90,104.0,0.45,130.0,200.0,41.31,0,0.7,45.0,Gas,0.0,298.0,298.0,Fail,1777.7777777777776,231.11111111111111,39506.17283950617
Argon,1,90,104.0,0.5,130.0,200.0,41.31,0,0.7,45.0,Gas,0.0,298.0,298.0,Fail,1600.0,208.0,35555.555555555555
Argon,1,90,104.0,0.2,130.0,200.0,59.69,0,0.5,45.0,Gas,0.0,298.0,298.0,Success,3999.9999999999995,520.0,88888.88888888889
Argon,1,90,104.0,0.225,130.0,200.0,59.69,0,0.5,45.0,Gas,0.0,298.0,298.0,Success,3555.555555555555,462.22222222222223,79012.34567901235
Argon,1,90,104.0,0.25,130.0,200.0,59.69,0,0.5,45.0,Gas,0.0,298.0,298.0,Fail,3200.0,416.0,71111.11111111111
Argon,1,90,104.0,0.275,130.0,200.0,59.69,0,0.5,45.0,Gas,0.0,298.0,298.0,Fail,2909.0909090909086,378.18181818181813,64646.46464646465
Argon,1,90,104.0,0.3,130.0,200.0,59.69,0,0.5,45.0,Gas,0.0,298.0,298.0,Fail,2666.6666666666665,346.6666666666667,59259.25925925926
Argon,1,90,104.0,0.35,130.0,200.0,59.69,0,0.5,45.0,Gas,0.0,298.0,298.0,Fail,2285.714285714286,297.14285714285717,50793.6507936508
Argon,1,90,104.0,0.4,130.0,200.0,59.69,0,0.5,45.0,Gas,0.0,298.0,298.0,Fail,1999.9999999999998,260.0,44444.444444444445
Argon,1,90,104.0,0.45,130.0,200.0,59.69,0,0.5,45.0,Gas,0.0,298.0,298.0,Fail,1777.7777777777776,231.11111111111111,39506.17283950617
Argon,1,90,104.0,0.5,130.0,200.0,59.69,0,0.5,45.0,Gas,0.0,298.0,298.0,Fail,1600.0,208.0,35555.555555555555
Argon,1,90,100.0,0.1,80.0,80.0,47.0,0,1,50.0,Gas,0.0,298.0,293.0,Fail,12500.0,1000.0,250000.00000000003
Argon,1,90,80.0,0.1,80.0,80.0,47.0,0,1,50.0,Gas,0.0,298.0,293.0,Fail,10000.0,800.0,200000.00000000003
Argon,1,90,100.0,0.1,80.0,80.0,47.0,0,1,75.0,Gas,0.0,298.0,293.0,Fail,12500.0,1000.0,166666.6666666667
Argon,1,90,100.0,0.1,80.0,80.0,47.0,0,1,100.0,Gas,0.0,298.0,293.0,Fail,12500.0,1000.0,125000.00000000001
Argon,1,90,100.0,0.2,80.0,80.0,47.0,0,1,50.0,Gas,0.0,298.0,293.0,Fail,6250.0,500.0,125000.00000000001
Argon,1,90,80.0,0.2,80.0,80.0,47.0,0,1,50.0,Gas,0.0,298.0,293.0,Fail,5000.0,400.0,100000.00000000001
