Atomosphere of build,Same Layer Scanned?,Build Direction [degrees],Power [W],Velocity [m/s],Hatch Spacing [μm],Beam Diameter [μm],d90 [um],Nucleants,Powder Shape [0-1],Powder Layer Thickness [μm],Atomization Atomosphere,Powder Recycled How Many Times?,Initial Powder Bed Temperature [K],Substrate/Platform Temperature [K],Printability Evaluation,Surface Energy Density [J/mm2],Linear Energy Density [J/mm],Volume Energy Density [J/mm3]
Argon,1,90,230.0,1.0,45.0,80.0,53.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,5111.111111111111,230.0,102222.22222222223
Argon,1,90,230.0,1.5,45.0,80.0,53.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,3407.4074074074074,153.33333333333334,68148.14814814815
Argon,1,90,200.0,1.05,90.0,70.0,53.0,0,1,40.0,Argon,0.0,298.0,298.0,Fail,2116.4021164021165,190.47619047619048,52910.05291005291
Argon,1,90,400.0,1.05,90.0,70.0,53.0,0,1,40.0,Argon,0.0,298.0,298.0,Fail,4232.804232804233,380.95238095238096,105820.10582010582
Argon,1,90,200.0,0.1,110.0,100.0,35.7,0,0.8,20.0,Gas,0.0,298.0,298.0,Fail,18181.818181818184,2000.0,909090.9090909092
Argon,1,90,200.0,0.15,110.0,100.0,35.7,0,0.8,20.0,Gas,0.0,298.0,298.0,Fail,12121.21212121212,1333.3333333333335,606060.6060606061
Argon,1,90,200.0,0.25,110.0,100.0,35.7,0,0.8,20.0,Gas,0.0,298.0,298.0,Fail,7272.727272727273,800.0,363636.3636363637
Argon,1,90,200.0,0.35,110.0,100.0,35.7,0,0.8,20.0,Gas,0.0,298.0,298.0,Fail,5194.805194805195,571.4285714285714,259740.25974025976
Argon,1,90,200.0,0.45,110.0,100.0,35.7,0,0.8,20.0,Gas,0.0,298.0,298.0,Fail,4040.40404040404,444.44444444444446,202020.20202020204
Argon,1,90,200.0,0.55,110.0,100.0,35.7,0,0.8,20.0,Gas,0.0,298.0,298.0,Fail,3305.7851239669417,363.6363636363636,165289.25619834708
Argon,1,90,200.0,0.65,110.0,100.0,35.7,0,0.8,20.0,Gas,0.0,298.0,298.0,Fail,2797.202797202797,307.6923076923077,139860.13986013987
Argon,1,90,200.0,0.75,110.0,100.0,35.7,0,0.8,20.0,Gas,0.0,298.0,298.0,Fail,2424.242424242424,266.6666666666667,121212.12121212122
Argon,1,90,200.0,0.85,110.0,100.0,35.7,0,0.8,20.0,Gas,0.0,298.0,298.0,Fail,2139.03743315508,235.29411764705884,106951.87165775402
Argon,1,90,200.0,0.9,110.0,100.0,35.7,0,0.8,20.0,Gas,0.0,298.0,298.0,Fail,2020.20202020202,222.22222222222223,101010.10101010102
Argon,1,90,200.0,1.0,110.0,100.0,35.7,0,0.8,20.0,Gas,0.0,298.0,298.0,Fail,1818.1818181818182,200.0,90909.09090909093
Argon,1,90,200.0,1.1,110.0,100.0,35.7,0,0.8,20.0,Gas,0.0,298.0,298.0,Fail,1652.8925619834708,181.8181818181818,82644.62809917354
Argon,1,90,200.0,1.2,110.0,100.0,35.7,0,0.8,20.0,Gas,0.0,298.0,298.0,Fail,1515.151515151515,166.66666666666669,75757.57575757576
Argon,1,90,15.0,0.05,100.0,80.0,40.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,3000.0,300.0,60000.0
Argon,1,90,30.0,0.1,100.0,80.0,40.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,3000.0,300.0,60000.0
Argon,1,90,60.0,0.2,100.0,80.0,40.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,3000.0,300.0,60000.0
Argon,1,90,150.0,0.2,100.0,80.0,40.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,7500.0,750.0,150000.0
Argon,1,90,150.0,0.6,100.0,80.0,40.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,2500.0,250.0,50000.0
Argon,1,90,150.0,1.0,100.0,80.0,40.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,1500.0,150.0,30000.0
Argon,1,90,150.0,1.3,100.0,80.0,40.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,1153.8461538461538,115.38461538461539,23076.923076923078
Argon,1,90,250.0,0.6,90.0,80.0,46.7,0,0.9,40.0,Argon,0.0,298.0,473.0,Success,4629.62962962963,416.6666666666667,115740.74074074074
Argon,1,90,280.0,0.6,90.0,80.0,46.7,0,0.9,40.0,Argon,0.0,298.0,473.0,Fail,5185.185185185185,466.6666666666667,129629.62962962964
Argon,1,90,310.0,0.6,90.0,80.0,46.7,0,0.9,40.0,Argon,0.0,298.0,473.0,Fail,5740.740740740741,516.6666666666667,143518.5185185185
Argon,1,90,340.0,0.6,90.0,80.0,46.7,0,0.9,40.0,Argon,0.0,298.0,473.0,Fail,6296.2962962962965,566.6666666666667,157407.40740740742
Argon,1,90,250.0,0.7,90.0,80.0,46.7,0,0.9,40.0,Argon,0.0,298.0,473.0,Success,3968.253968253968,357.14285714285717,99206.34920634923
Argon,1,90,280.0,0.7,90.0,80.0,46.7,0,0.9,40.0,Argon,0.0,298.0,473.0,Success,4444.444444444444,400.0,111111.11111111114
Argon,1,90,310.0,0.7,90.0,80.0,46.7,0,0.9,40.0,Argon,0.0,298.0,473.0,Success,4920.6349206349205,442.8571428571429,123015.87301587305
Argon,1,90,340.0,0.7,90.0,80.0,46.7,0,0.9,40.0,Argon,0.0,298.0,473.0,Fail,5396.825396825397,485.7142857142857,134920.63492063497
Argon,1,90,250.0,0.8,90.0,80.0,46.7,0,0.9,40.0,Argon,0.0,298.0,473.0,Success,3472.2222222222217,312.5,86805.55555555556
Argon,1,90,280.0,0.8,90.0,80.0,46.7,0,0.9,40.0,Argon,0.0,298.0,473.0,Success,3888.8888888888882,350.0,97222.22222222223
Argon,1,90,310.0,0.8,90.0,80.0,46.7,0,0.9,40.0,Argon,0.0,298.0,473.0,Success,4305.555555555555,387.5,107638.8888888889
Argon,1,90,340.0,0.8,90.0,80.0,46.7,0,0.9,40.0,Argon,0.0,298.0,473.0,Success,4722.222222222222,425.0,118055.55555555556
Argon,1,90,250.0,0.9,90.0,80.0,46.7,0,0.9,40.0,Argon,0.0,298.0,473.0,Success,3086.41975308642,277.77777777777777,77160.49382716049
Argon,1,90,280.0,0.9,90.0,80.0,46.7,0,0.9,40.0,Argon,0.0,298.0,473.0,Success,3456.79012345679,311.1111111111111,86419.75308641976
Argon,1,90,310.0,0.9,90.0,80.0,46.7,0,0.9,40.0,Argon,0.0,298.0,473.0,Success,3827.1604938271603,344.44444444444446,95679.01234567902
Argon,1,90,340.0,0.9,90.0,80.0,46.7,0,0.9,40.0,Argon,0.0,298.0,473.0,Success,4197.530864197531,377.77777777777777,104938.27160493827
Argon,1,90,175.0,0.2,100.0,80.0,53.0,0,1,50.0,Gas,0.0,298.0,373.0,Fail,8750.0,875.0,175000.0
Argon,1,90,175.0,0.25,120.0,80.0,53.0,0,1,50.0,Gas,0.0,298.0,373.0,Fail,5833.333333333334,700.0,116666.66666666666
Argon,1,90,175.0,0.3,120.0,80.0,53.0,0,1,50.0,Gas,0.0,298.0,373.0,Fail,4861.11111111111,583.3333333333334,97222.22222222222
Argon,1,90,175.0,0.1,80.0,80.0,53.0,0,1,50.0,Gas,0.0,298.0,373.0,Fail,21875.0,1750.0,437500.00000000006
Argon,1,90,175.0,0.1,90.0,80.0,53.0,0,1,50.0,Gas,0.0,298.0,373.0,Fail,19444.44444444444,1750.0,388888.8888888889
Argon,1,90,175.0,0.1,100.0,80.0,53.0,0,1,50.0,Gas,0.0,298.0,373.0,Fail,17500.0,1750.0,350000.0
Argon,1,90,175.0,0.1,110.0,80.0,53.0,0,1,50.0,Gas,0.0,298.0,373.0,Fail,15909.09090909091,1750.0,318181.81818181823
Argon,1,90,175.0,0.1,120.0,80.0,53.0,0,1,50.0,Gas,0.0,298.0,373.0,Fail,14583.333333333332,1750.0,291666.6666666667
Argon,1,90,175.0,0.1,130.0,80.0,53.0,0,1,50.0,Gas,0.0,298.0,373.0,Fail,13461.538461538461,1750.0,269230.76923076925
Argon,1,90,175.0,0.2,80.0,80.0,53.0,0,1,50.0,Gas,0.0,298.0,373.0,Fail,10937.5,875.0,218750.00000000003
Argon,1,90,175.0,0.2,90.0,80.0,53.0,0,1,50.0,Gas,0.0,298.0,373.0,Fail,9722.22222222222,875.0,194444.44444444444
Argon,1,90,175.0,0.2,110.0,80.0,53.0,0,1,50.0,Gas,0.0,298.0,373.0,Fail,7954.545454545455,875.0,159090.90909090912
Argon,1,90,175.0,0.2,120.0,80.0,53.0,0,1,50.0,Gas,0.0,298.0,373.0,Fail,7291.666666666666,875.0,145833.33333333334
Argon,1,90,175.0,0.2,130.0,80.0,53.0,0,1,50.0,Gas,0.0,298.0,373.0,Fail,6730.7692307692305,875.0,134615.38461538462
Argon,1,90,175.0,0.3,80.0,80.0,53.0,0,1,50.0,Gas,0.0,298.0,373.0,Fail,7291.666666666666,583.3333333333334,145833.33333333334
Argon,1,90,175.0,0.3,90.0,80.0,53.0,0,1,50.0,Gas,0.0,298.0,373.0,Fail,6481.481481481482,583.3333333333334,129629.62962962965
Argon,1,90,175.0,0.3,100.0,80.0,53.0,0,1,50.0,Gas,0.0,298.0,373.0,Fail,5833.333333333334,583.3333333333334,116666.66666666666
Argon,1,90,175.0,0.3,110.0,80.0,53.0,0,1,50.0,Gas,0.0,298.0,373.0,Fail,5303.030303030303,583.3333333333334,106060.60606060606
Argon,1,90,175.0,0.3,130.0,80.0,53.0,0,1,50.0,Gas,0.0,298.0,373.0,Fail,4487.179487179487,583.3333333333334,89743.58974358975
Argon,1,90,200.0,0.05,100.0,80.0,23.7,0,1,30.0,Gas,0.0,298.0,473.0,Fail,40000.0,4000.0,1333333.3333333335
Argon,1,90,200.0,0.1,100.0,80.0,23.7,0,1,30.0,Gas,0.0,298.0,473.0,Fail,20000.0,2000.0,666666.6666666667
Argon,1,90,200.0,0.2,100.0,80.0,23.7,0,1,30.0,Gas,0.0,298.0,473.0,Fail,10000.0,1000.0,333333.3333333334
Argon,1,90,200.0,0.3,100.0,80.0,23.7,0,1,30.0,Gas,0.0,298.0,473.0,Fail,6666.666666666667,666.6666666666667,222222.22222222222
Argon,1,90,200.0,0.4,100.0,80.0,23.7,0,1,30.0,Gas,0.0,298.0,473.0,Fail,5000.0,500.0,166666.6666666667
Argon,1,90,200.0,0.1,120.0,80.0,23.7,0,1,30.0,Gas,0.0,298.0,473.0,Fail,16666.666666666668,2000.0,555555.5555555556
Argon,1,90,200.0,0.2,120.0,80.0,23.7,0,1,30.0,Gas,0.0,298.0,473.0,Fail,8333.333333333334,1000.0,277777.7777777778
Argon,1,90,200.0,0.3,120.0,80.0,23.7,0,1,30.0,Gas,0.0,298.0,473.0,Fail,5555.555555555555,666.6666666666667,185185.1851851852
Argon,1,90,200.0,0.4,120.0,80.0,23.7,0,1,30.0,Gas,0.0,298.0,473.0,Fail,4166.666666666667,500.0,138888.8888888889
Argon,1,90,200.0,0.5,120.0,80.0,23.7,0,1,30.0,Gas,0.0,298.0,473.0,Fail,3333.3333333333335,400.0,111111.11111111111
Argon,1,90,300.0,0.05,100.0,80.0,23.7,0,1,30.0,Gas,0.0,298.0,473.0,Fail,60000.0,6000.0,2000000.0000000002
Argon,1,90,300.0,0.1,100.0,80.0,23.7,0,1,30.0,Gas,0.0,298.0,473.0,Fail,30000.0,3000.0,1000000.0000000001
Argon,1,90,300.0,0.2,100.0,80.0,23.7,0,1,30.0,Gas,0.0,298.0,473.0,Fail,15000.0,1500.0,500000.00000000006
Argon,1,90,300.0,0.3,100.0,80.0,23.7,0,1,30.0,Gas,0.0,298.0,473.0,Fail,10000.0,1000.0,333333.3333333333
Argon,1,90,300.0,0.4,100.0,80.0,23.7,0,1,30.0,Gas,0.0,298.0,473.0,Fail,7500.0,750.0,250000.00000000003
Argon,1,90,300.0,0.1,120.0,80.0,23.7,0,1,30.0,Gas,0.0,298.0,473.0,Fail,25000.0,3000.0,833333.3333333334
Argon,1,90,300.0,0.2,120.0,80.0,23.7,0,1,30.0,Gas,0.0,298.0,473.0,Fail,12500.0,1500.0,416666.6666666667
Argon,1,90,300.0,0.3,120.0,80.0,23.7,0,1,30.0,Gas,0.0,298.0,473.0,Fail,8333.333333333332,1000.0,277777.77777777775
Argon,1,90,300.0,0.4,120.0,80.0,23.7,0,1,30.0,Gas,0.0,298.0,473.0,Fail,6250.0,750.0,208333.33333333334
Argon,1,90,300.0,0.5,120.0,80.0,23.7,0,1,30.0,Gas,0.0,298.0,473.0,Fail,5000.0,600.0,166666.66666666666
Argon,1,90,400.0,0.05,100.0,80.0,23.7,0,1,30.0,Gas,0.0,298.0,473.0,Fail,80000.0,8000.0,2666666.666666667
Argon,1,90,400.0,0.1,100.0,80.0,23.7,0,1,30.0,Gas,0.0,298.0,473.0,Fail,40000.0,4000.0,1333333.3333333335
Argon,1,90,400.0,0.2,100.0,80.0,23.7,0,1,30.0,Gas,0.0,298.0,473.0,Fail,20000.0,2000.0,666666.6666666667
Argon,1,90,400.0,0.3,100.0,80.0,23.7,0,1,30.0,Gas,0.0,298.0,473.0,Fail,13333.333333333334,1333.3333333333335,444444.44444444444
Argon,1,90,400.0,0.4,100.0,80.0,23.7,0,1,30.0,Gas,0.0,298.0,473.0,Fail,10000.0,1000.0,333333.3333333334
Argon,1,90,400.0,0.1,120.0,80.0,23.7,0,1,30.0,Gas,0.0,298.0,473.0,Fail,33333.333333333336,4000.0,1111111.1111111112
Argon,1,90,400.0,0.2,120.0,80.0,23.7,0,1,30.0,Gas,0.0,298.0,473.0,Fail,16666.666666666668,2000.0,555555.5555555556
Argon,1,90,400.0,0.3,120.0,80.0,23.7,0,1,30.0,Gas,0.0,298.0,473.0,Fail,11111.11111111111,1333.3333333333335,370370.3703703704
Argon,1,90,400.0,0.4,120.0,80.0,23.7,0,1,30.0,Gas,0.0,298.0,473.0,Fail,8333.333333333334,1000.0,277777.7777777778
Argon,1,90,400.0,0.5,120.0,80.0,23.7,0,1,30.0,Gas,0.0,298.0,473.0,Fail,6666.666666666667,800.0,222222.22222222222
Argon,1,90,370.0,1.0,100.0,100.0,53.0,0,0.7,30.0,Gas,0.0,298.0,298.0,Success,3700.0,370.0,123333.33333333333
Argon,1,90,380.0,0.597,152.0,80.0,52.714285714285715,0,1,45.0,Gas,0.0,298.0,298.0,Fail,4187.604690117253,636.5159128978224,93057.88200260563
Argon,1,90,380.0,0.597,152.0,80.0,52.42857142857143,0,1,50.0,Gas,0.0,298.0,298.0,Fail,4187.604690117253,636.5159128978224,83752.09380234506
Argon,1,90,380.0,0.597,152.0,80.0,52.142857142857146,0,1,55.0,Gas,0.0,298.0,298.0,Fail,4187.604690117253,636.5159128978224,76138.26709304095
Argon,1,90,380.0,0.597,160.0,80.0,51.857142857142854,0,1,45.0,Gas,0.0,289.0,298.0,Fail,3978.2244556113906,636.5159128978224,88404.98790247536
Argon,1,90,380.0,0.597,160.0,80.0,51.57142857142857,0,1,50.0,Gas,0.0,298.0,298.0,Fail,3978.2244556113906,636.5159128978224,79564.4891122278
Argon,1,90,380.0,0.597,160.0,80.0,51.285714285714285,0,1,55.0,Gas,0.0,298.0,298.0,Fail,3978.2244556113906,636.5159128978224,72331.35373838893
Argon,1,90,380.0,0.597,144.0,80.0,51.0,0,1,45.0,Gas,0.0,298.0,298.0,Fail,4420.2493951237675,636.5159128978224,98227.76433608372
Argon,1,90,380.0,0.597,144.0,80.0,50.714285714285715,0,1,50.0,Gas,0.0,298.0,298.0,Fail,4420.2493951237675,636.5159128978224,88404.98790247536
Argon,1,90,380.0,0.597,144.0,80.0,50.42857142857143,0,1,55.0,Gas,0.0,298.0,298.0,Fail,4420.2493951237675,636.5159128978224,80368.17082043213
Argon,1,90,400.0,0.597,152.0,80.0,50.142857142857146,0,1,45.0,Gas,0.0,298.0,298.0,Fail,4408.004936965529,670.0167504187605,97955.66526590066
Argon,1,90,400.0,0.597,152.0,80.0,49.857142857142854,0,1,50.0,Gas,0.0,298.0,298.0,Fail,4408.004936965529,670.0167504187605,88160.09873931059
Argon,1,90,400.0,0.597,152.0,80.0,49.57142857142857,0,1,55.0,Gas,0.0,298.0,298.0,Fail,4408.004936965529,670.0167504187605,80145.54430846417
Argon,1,90,400.0,0.597,160.0,80.0,49.285714285714285,0,1,45.0,Gas,0.0,298.0,298.0,Fail,4187.604690117253,670.0167504187605,93057.88200260563
Argon,1,90,400.0,0.597,160.0,80.0,49.0,0,1,50.0,Gas,0.0,298.0,298.0,Fail,4187.604690117253,670.0167504187605,83752.09380234506
Argon,1,90,400.0,0.597,160.0,80.0,48.714285714285715,0,1,55.0,Gas,0.0,298.0,298.0,Fail,4187.604690117253,670.0167504187605,76138.26709304098
Argon,1,90,400.0,0.597,144.0,80.0,48.42857142857143,0,1,45.0,Gas,0.0,298.0,298.0,Fail,4652.894100130282,670.0167504187605,103397.64666956183
Argon,1,90,400.0,0.597,144.0,80.0,48.142857142857146,0,1,50.0,Gas,0.0,298.0,298.0,Fail,4652.894100130282,670.0167504187605,93057.88200260563
Argon,1,90,400.0,0.597,144.0,80.0,47.85714285714286,0,1,55.0,Gas,0.0,298.0,298.0,Fail,4652.894100130282,670.0167504187605,84598.0745478233
Argon,1,90,390.0,0.597,152.0,80.0,47.57142857142857,0,1,45.0,Gas,0.0,298.0,298.0,Fail,4297.804813541391,653.2663316582915,95506.77363425314
Argon,1,90,390.0,0.597,152.0,80.0,47.285714285714285,0,1,50.0,Gas,0.0,298.0,298.0,Fail,4297.804813541391,653.2663316582915,85956.09627082782
Argon,1,90,390.0,0.597,152.0,80.0,47.0,0,1,55.0,Gas,0.0,298.0,298.0,Fail,4297.804813541391,653.2663316582915,78141.90570075257
Argon,1,90,390.0,0.597,160.0,80.0,46.714285714285715,0,1,45.0,Gas,0.0,298.0,298.0,Fail,4082.914572864322,653.2663316582915,90731.4349525405
Argon,1,90,390.0,0.597,160.0,80.0,46.42857142857143,0,1,50.0,Gas,0.0,298.0,298.0,Fail,4082.914572864322,653.2663316582915,81658.29145728644
Argon,1,90,390.0,0.597,160.0,80.0,46.142857142857146,0,1,55.0,Gas,0.0,298.0,298.0,Fail,4082.914572864322,653.2663316582915,74234.81041571495
Argon,1,90,400.0,0.597,168.0,80.0,45.85714285714286,0,1,45.0,Gas,0.0,298.0,298.0,Fail,3988.1949429688125,670.0167504187605,88626.55428819584
Argon,1,90,400.0,0.597,168.0,80.0,45.57142857142857,0,1,50.0,Gas,0.0,298.0,298.0,Fail,3988.1949429688125,670.0167504187605,79763.89885937626
Argon,1,90,400.0,0.597,168.0,80.0,45.285714285714285,0,1,55.0,Gas,0.0,298.0,298.0,Fail,3988.1949429688125,670.0167504187605,72512.63532670568
Argon,1,90,300.0,1.5,45.0,70.0,45.0,0,0.8,30.0,Gas,0.0,298.0,298.0,Fail,4444.444444444444,200.0,148148.14814814815
Argon,1,90,300.0,1.8,45.0,70.0,45.0,0,0.8,30.0,Gas,0.0,298.0,298.0,Fail,3703.7037037037035,166.66666666666666,123456.7901234568
Argon,1,90,300.0,2.1,45.0,70.0,45.0,0,0.8,30.0,Gas,0.0,298.0,298.0,Fail,3174.6031746031745,142.85714285714286,105820.10582010582
Argon,1,90,255.0,2.5,50.0,80.0,32.0,0,1,30.0,Gas,0.0,298.0,298.0,Fail,2040.0,102.0,68000.0
Argon,1,90,350.0,1.4,140.0,370.0,42.1,0,0.6,100.0,Gas,0.0,298.0,298.0,Fail,1785.7142857142856,250.00000000000003,17857.14285714286
Argon,1,90,350.0,1.6,140.0,370.0,42.1,0,0.6,100.0,Gas,0.0,298.0,298.0,Fail,1562.5,218.75,15625.0
Argon,1,90,350.0,1.8,140.0,370.0,42.1,0,0.6,100.0,Gas,0.0,298.0,298.0,Fail,1388.888888888889,194.44444444444443,13888.888888888889
Argon,1,90,350.0,2.0,140.0,370.0,42.1,0,0.6,100.0,Gas,0.0,298.0,298.0,Fail,1249.9999999999998,175.0,12500.000000000002
Argon,1,90,400.0,1.4,140.0,370.0,42.1,0,0.6,100.0,Gas,0.0,298.0,298.0,Fail,2040.816326530612,285.7142857142857,20408.163265306124
Argon,1,90,400.0,1.6,140.0,370.0,42.1,0,0.6,100.0,Gas,0.0,298.0,298.0,Fail,1785.7142857142858,250.0,17857.14285714286
Argon,1,90,400.0,1.8,140.0,370.0,42.1,0,0.6,100.0,Gas,0.0,298.0,298.0,Fail,1587.3015873015872,222.22222222222223,15873.015873015873
Argon,1,90,400.0,2.0,140.0,370.0,42.1,0,0.6,100.0,Gas,0.0,298.0,298.0,Fail,1428.5714285714284,200.0,14285.714285714288
Argon,1,90,450.0,1.4,140.0,370.0,42.1,0,0.6,100.0,Gas,0.0,298.0,298.0,Fail,2295.918367346939,321.42857142857144,22959.18367346939
Argon,1,90,450.0,1.6,140.0,370.0,42.1,0,0.6,100.0,Gas,0.0,298.0,298.0,Fail,2008.9285714285713,281.25,20089.285714285714
Argon,1,90,450.0,1.8,140.0,370.0,42.1,0,0.6,100.0,Gas,0.0,298.0,298.0,Fail,1785.7142857142858,250.0,17857.14285714286
Argon,1,90,450.0,2.0,140.0,370.0,42.1,0,0.6,100.0,Gas,0.0,298.0,298.0,Fail,1607.1428571428569,225.0,16071.428571428572
Argon,1,90,500.0,1.4,140.0,370.0,42.1,0,0.6,100.0,Gas,0.0,298.0,298.0,Fail,2551.020408163265,357.14285714285717,25510.204081632655
Argon,1,90,500.0,1.6,140.0,370.0,42.1,0,0.6,100.0,Gas,0.0,298.0,298.0,Fail,2232.142857142857,312.5,22321.428571428572
Argon,1,90,500.0,1.8,140.0,370.0,42.1,0,0.6,100.0,Gas,0.0,298.0,298.0,Fail,1984.126984126984,277.77777777777777,19841.26984126984
Argon,1,90,500.0,2.0,140.0,370.0,42.1,0,0.6,100.0,Gas,0.0,298.0,298.0,Fail,1785.7142857142856,250.0,17857.14285714286
Argon,1,90,350.0,1.4,140.0,370.0,42.1,0,0.6,100.0,Gas,0.0,298.0,773.0,Success,1785.7142857142856,250.00000000000003,17857.14285714286
Argon,1,90,350.0,1.6,140.0,370.0,42.1,0,0.6,100.0,Gas,0.0,298.0,773.0,Success,1562.5,218.75,15625.0
Argon,1,90,350.0,1.8,140.0,370.0,42.1,0,0.6,100.0,Gas,0.0,298.0,773.0,Success,1388.888888888889,194.44444444444443,13888.888888888889
Argon,1,90,350.0,2.0,140.0,370.0,42.1,0,0.6,100.0,Gas,0.0,298.0,773.0,Success,1249.9999999999998,175.0,12500.000000000002
Argon,1,90,400.0,1.4,140.0,370.0,42.1,0,0.6,100.0,Gas,0.0,298.0,773.0,Success,2040.816326530612,285.7142857142857,20408.163265306124
Argon,1,90,400.0,1.6,140.0,370.0,42.1,0,0.6,100.0,Gas,0.0,298.0,773.0,Success,1785.7142857142858,250.0,17857.14285714286
Argon,1,90,400.0,1.8,140.0,370.0,42.1,0,0.6,100.0,Gas,0.0,298.0,773.0,Success,1587.3015873015872,222.22222222222223,15873.015873015873
Argon,1,90,400.0,2.0,140.0,370.0,42.1,0,0.6,100.0,Gas,0.0,298.0,773.0,Success,1428.5714285714284,200.0,14285.714285714288
Argon,1,90,450.0,1.4,140.0,370.0,42.1,0,0.6,100.0,Gas,0.0,298.0,773.0,Success,2295.918367346939,321.42857142857144,22959.18367346939
Argon,1,90,450.0,1.6,140.0,370.0,42.1,0,0.6,100.0,Gas,0.0,298.0,773.0,Success,2008.9285714285713,281.25,20089.285714285714
Argon,1,90,450.0,1.8,140.0,370.0,42.1,0,0.6,100.0,Gas,0.0,298.0,773.0,Success,1785.7142857142858,250.0,17857.14285714286
Argon,1,90,450.0,2.0,140.0,370.0,42.1,0,0.6,100.0,Gas,0.0,298.0,773.0,Success,1607.1428571428569,225.0,16071.428571428572
Argon,1,90,500.0,1.4,140.0,370.0,42.1,0,0.6,100.0,Gas,0.0,298.0,773.0,Success,2551.020408163265,357.14285714285717,25510.204081632655
Argon,1,90,500.0,1.6,140.0,370.0,42.1,0,0.6,100.0,Gas,0.0,298.0,773.0,Success,2232.142857142857,312.5,22321.428571428572
Argon,1,90,500.0,1.8,140.0,370.0,42.1,0,0.6,100.0,Gas,0.0,298.0,773.0,Success,1984.126984126984,277.77777777777777,19841.26984126984
Argon,1,90,500.0,2.0,140.0,370.0,42.1,0,0.6,100.0,Gas,0.0,298.0,773.0,Success,1785.7142857142856,250.0,17857.14285714286
Argon,1,90,200.0,1.0,20.0,100.0,42.583333333333336,0,0.8,20.0,Argon,0.0,298.0,298.0,Success,10000.0,200.0,500000.00000000006
Argon,1,90,200.0,1.0,20.0,100.0,43.06666666666667,0,0.8,20.0,Nitrogen,0.0,298.0,298.0,Success,10000.0,200.0,500000.00000000006
Nitrogen,1,90,200.0,1.0,20.0,100.0,43.55,0,0.8,20.0,Argon,0.0,298.0,298.0,Success,10000.0,200.0,500000.00000000006
Nitrogen,1,90,200.0,1.0,20.0,100.0,44.03333333333333,0,0.8,20.0,Nitrogen,0.0,298.0,298.0,Success,10000.0,200.0,500000.00000000006
Argon,1,90,200.0,0.597,100.0,50.0,44.516666666666666,0,1,50.0,Gas,0.0,298.0,298.0,Fail,3350.0837520938026,335.00837520938023,67001.67504187605
Argon,1,90,240.0,1.0,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Fail,1714.2857142857142,240.0,57142.857142857145
Argon,1,90,240.0,1.0,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Success,1714.2857142857142,240.0,57142.857142857145
Helium_mix,1,90,240.0,1.0,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Success,1714.2857142857142,240.0,57142.857142857145
Argon,1,90,240.0,1.2,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Fail,1428.5714285714284,200.0,47619.047619047626
Argon,1,90,240.0,1.2,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Success,1428.5714285714284,200.0,47619.047619047626
Helium_mix,1,90,240.0,1.2,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Success,1428.5714285714284,200.0,47619.047619047626
Argon,1,90,240.0,1.4,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Fail,1224.4897959183672,171.42857142857144,40816.32653061225
Argon,1,90,240.0,1.4,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Success,1224.4897959183672,171.42857142857144,40816.32653061225
Helium_mix,1,90,240.0,1.4,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Success,1224.4897959183672,171.42857142857144,40816.32653061225
Argon,1,90,280.0,1.0,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Fail,1999.9999999999998,280.0,66666.66666666667
Argon,1,90,280.0,1.0,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Success,1999.9999999999998,280.0,66666.66666666667
Helium_mix,1,90,280.0,1.0,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Success,1999.9999999999998,280.0,66666.66666666667
Argon,1,90,280.0,1.2,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Fail,1666.6666666666665,233.33333333333334,55555.55555555556
Argon,1,90,280.0,1.2,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Success,1666.6666666666665,233.33333333333334,55555.55555555556
Helium_mix,1,90,280.0,1.2,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Success,1666.6666666666665,233.33333333333334,55555.55555555556
Argon,1,90,280.0,1.4,140.0,100.0,45.0,0,1,30.0,Gas,0.0,298.0,298.0,Fail,1428.5714285714284,200.0,47619.04761904762
